who_am_i,Cluster
i am working on a old car that i own,4
i am working on a old car that i own,4
i like watching movies,0
i like watching movies,0
i love listening to music,0
my favorite artist is eminem,4
i like cars,0
my favorite drink is a shirley temple,4
i like to go to my house in florida,0
i like to go to my house in florida,0
i love animals,0
i own a bearded dragon,4
i love reptiles,0
i want a snake,4
i am looking for a new dirt bike,4
i am a 7th grade student,2
i am a 7th grade student,2
i play softball,4
i like to shop,3
i shop online a lot,4
i am a girl,0
i play on a top softball club team,4
i am a older sister,4
i am a older sister,4
i am tried,4
i am a volleyball player,4
i am a not a boy,4
i am baptized,4
i am not tall,4
i am a leader,4
i am obsessed with scary things,4
i am interested in being a nurse,4
i am stress at answering these,4
i am not a cat person,1
i am catcher,4
i am a dog person,1
i am a third basemen,4
a kind person,1
a basketball player,4
a nice person,1
a nice person,1
a smart person,1
a respectful person,1
i'm a 7th grade student.,2
i'm a 7th grade student.,2
i'm a 7th grade student.,2
i do competitive ice skating.,4
i do musical theater.,4
i do tap dancing.,4
i like to sing.,0
i like to sing.,0
i knew how to sew.,4
i like harry potter,3
i am the younger sibling.,4
i am the younger sibling.,4
i have 1 sister. her name is [first name],4
i am 12 years old.,4
my dream is to be an actress.,4
my dream is to be an actress.,4
i am a young female.,4
i am a young female.,4
i am a part in my schools [club name] club.,4
i hope to go to [school name] for high school.,4
i would like to go to [college name] collage.,3
i have long brown hair.,4
i am in 2 musicals at the moment.,4
i am very friendly and alert.,4
i am 50% porto rican.,4
i try my best in all classes.,4
i try my best in all classes.,4
i am a 7th grader,4
i am a 7th grader,4
i am a 7th grader,4
i am a soccer player,4
i am the oldest brother,4
i am the oldest brother,4
i am a gamer,4
i am creative,4
i am a christian,4
i believe in god,4
i am tired of school,4
i am who i wanna be.,4
i am african american,4
i am nigerian,4
i am the person that will make it pro in a sport,1
i am a person that plays football,1
i am a person that plays football,1
i am good at every sport.,4
i am good at every sport.,4
i am the guy who owns a mansion in nigeria,4
i am the guy who owns a mansion in nigeria,4
i am a guy who is very good pvp player on mobile.,4
i am a guy who is very good pvp player on mobile.,4
i am fighter,4
i am a guy who promotes grading teachers.,4
i am a guy who promotes grading teachers.,4
i am a swimmer.,4
i play midfielder in soccer.,4
i am a 7th grade student.,2
i am a 7th grade student.,2
i am a 7th grade student.,2
i am a girl.,0
i am hardworking.,4
i am next to [first name + last initial].,4
i am a person that loves animal.,1
i am stressed about figuring out what to put for an answer.,4
i am looking forward to summer.,4
i am excited for a $5 giftcard.,4
i am hungry.,4
i am trying to become a vet.,4
i am am trying hard to achieve my goals.,4
i am trying my best in school.,4
i am trying my best in school.,4
i am an only child.,4
i am fun to hang out with.,4
i am trustworthy.,4
i am trustworthy.,4
i am loyal.,4
i am a good friend.,4
i am a good friend.,4
i am short.,4
i am always wearing crocs.,4
"i am in love with the color green, black, and beige.",0
i am a 7th grade honors student.,2
i am a 7th grade honors student.,2
i am a 7th grade honors student.,2
i am a catcher on my softball team.,4
i am a finalist in eventing on horses.,4
i am a finalist in eventing on horses.,4
i am a young female who loves to read.,4
i am a young female who loves to read.,4
i am a young female who loves to read.,4
i am a young female who loves to read.,4
i am allergic to everything.,4
i am the oldest child.,4
i am a bestfriend.,4
i am good at math.,4
i am good at math.,4
i come from an italian/english speaking hous.,4
i am good with kids.,4
i am funny.,4
i am a good speller.,4
i am not fond of computer work.,4
i am not fond of computer work.,4
i am more fond of work on paper.,4
i am excited for summer.,4
i am in love with the color yellow.,0
i am asthmatic.,4
i am looking forward to this study.,4
i am [student first name].,2
smart,4
people,4
nice,4
kind,4
kids,4
short,4
cool,4
respect,4
boy,4
little,4
focus,4
talking,4
sleep,4
money,4
math,0
good,4
eating,4
love dog,0
love my life,0
love art,0
i am a boy,4
i am a student,2
i am a human,4
i am [school name] middle school student,2
i am [school name] middle school student,2
i am [school name] middle school student,2
i am a friend,4
i am a kid who likes pokemon,4
i am a kid who likes pokemon,4
i am a kid who likes pokemon,4
i am a kid who likes  dinosaurs,4
i am a kid who likes  dinosaurs,4
i am a kid who likes  dinosaurs,4
i am a kid who likes star wars,4
i am a kid who likes star wars,4
i am a kid who likes star wars,4
i am a kid who likes a lot of stuff,4
i am a kid who likes a lot of stuff,4
i am a kid who likes ela,4
i am a kid who likes ela,4
i am a kid who likes ela,4
i am a 6th grade student,2
i am a 6th grade student,2
i am a girl,0
i am a 12 year old,4
i am african american,4
i am a law abiding citizen,4
i am a atheist,4
i am a honor role student,4
i am a honor role student,4
i am a student at [school name] middle school,2
i am a kind person,1
i am a kind person,1
i am a respectful person,1
i am a cartoon enjoyer,4
i am a good friend,4
i am an artist,4
i am a creative person,1
i am smart person,1
i am a happy person,1
i am strong person,1
i am a resilient person,1
i am a intelligent person,1
i am a brave person,1
am cute,4
am sleepy,4
am smart,4
am fonny,4
i love art,0
i love art,0
i love cat,0
am friendsy,4
i love my friends,0
i love my friends,0
i love to rende,0
am lovely,4
am smort,4
i love to elepe,0
i like to renne,3
am sleepy,4
ilove to play,4
ilove to play,4
i like to chopigne,3
i like pizza,0
and ilove haiti foude,4
i love my frends,0
i love my frends,0
i love smart cat,0
im a soccer player,4
im a pround catholic-christian,4
im a pround catholic-christian,4
im a bascketball player,4
im from haiti,4
im good at math,4
im good at math,4
im a fortnite player,4
im a gamer,4
im the greatest at physical activities,4
im the greatest at physical activities,4
im bilangual,4
"im a french, creol, and english speaker",4
im learning spanish,4
im fast,4
im a blue color lover,4
im a blue color lover,4
im  92 pounds,4
im black,4
im a brown eyes person,1
im 13 years old,4
im [student first name],2
im a orange lover,4
im a history lover,4
[student first name],2
a boy,4
haitian,4
kind,4
loving,4
smart,4
caring,4
loyal,4
a human,4
i like to paly basketball,0
i like to paly basketball,0
i like video games,0
i like video games,0
i like ice cream,0
i like fried chicken,0
i like cars,0
i like to play with friend,0
i like to play with friend,0
i like to play with friend,0
i have 26 friends,4
i am from hati,4
i like to play soccer,0
i like to play soccer,0
i like to play football,0
i like to play football,0
i like to play with frisbes,0
i like to play with frisbes,0
i am a 11 year old girl,4
i am a 11 year old girl,4
i am a black african and amrican,4
i am a black african and amrican,4
i am cape verdean,4
my name is [student first name],2
i am a student at [school name] middle school,2
i am a student at [school name] middle school,2
i am a girl that loves to do sports,4
i am a girl that loves to do sports,4
i am a girl that loves to do sports,4
i am a girl that loves english class,4
i am a girl that loves english class,4
i am a girl that loves english class,4
i am a girl that loves soccer,4
i am a girl that loves soccer,4
i am a girl that's bad at math,0
i am a girl that's bad at math,0
i am a girl that's bad at math,0
i am a girl that has 2 sibilings,0
i am a girl that has 2 sibilings,0
i am a girl that has an annoying cousin named [first name] in my class,4
i am a girl that has an annoying cousin named [first name] in my class,4
i am a girl that loves new born babys,4
i am a girl that loves new born babys,4
i am a girl that lloves to babysit,0
i am a girl that lloves to babysit,0
i am a girl that has a crush,0
i am a girl that has a crush,0
i am a girl that struggles in class sometimes,0
i am a girl that struggles in class sometimes,0
i am a girl that struggles in class sometimes,0
i am a girl that loves drawing,4
i am a girl that loves drawing,4
i am a girl that loves drawing,4
i am a girl that has 3 bestfriends,0
i am a girl that has 3 bestfriends,0
i am a girl that hates doing laps,4
i am a girl that hates doing laps,4
i am a girl that hates doing laps,4
i am a girl that loves jordens,4
i am a girl that loves jordens,4
i am a girl that loves dressing nice.,4
i am a girl that loves dressing nice.,4
nice,4
emo,4
cute,4
queen,4
queen,4
helper,4
fighter,4
shy,4
lovely,4
dandy,4
i love spider,0
i love money,0
am i'm,4
emo,4
i want a big boy,4
"i""m a show off",4
kind,4
i love to play with my friends [first name] and [first name],0
i love to play with my friends [first name] and [first name],0
sometime i'm mean,4
i love to do drama,0
i love to do drama,0
i love to fight,0
[student first name],2
cool,4
silly,4
funny,4
smart,4
chill,4
tired,4
happy,4
someone who plays videogames,4
good sport,4
intelligent,4
goofy,4
someone who is ready to learn,4
someone who likes laugh,4
someone who likes laugh,4
someone who likes to play outside,4
someone who likes to play outside,4
someone who enjoys being around friends.,4
someone who enjoys being around friends.,4
a dog person,1
someone who likes to try new things,4
someone who likes to try new things,4
optimist,4
someone who enjoys mathia.,4
someone who enjoys mathia.,4
an eighth grader.,4
an eighth grader.,4
an eighth grader.,4
a book lover.,4
a book lover.,4
someone who isn't that great at math.,4
a person whose favorite subject is english.,1
a person whose favorite subject is english.,1
a movie lover.,4
a horrible artist.,4
someone who hates state testing.,4
someone who hates state testing.,4
a question asker.,4
someone who is very interested in baking.,4
someone who is very interested in baking.,4
an honor roll student.,2
an honor roll student.,2
someone who hates dresscode.,4
a person who is confused by mathia.,1
writer.,4
dancer.,4
rainy day hater.,4
sunny day lover.,4
fall lover.,4
winter hater.,4
a person who hates questions.,1
someone who just answered twenty questions.,4
i am a football player.,4
i am an africain/amaricain.,4
i am cave verdian.,4
i am a male.,4
i am a brother.,4
i am a brother.,4
i am a student.,2
i am a friend.,4
i am a son.,4
i am a son.,4
i am a nice person.,1
i am helpful,4
i am careful.,4
i am a funny guy.,4
i am a funny guy.,4
i am a middle schooler.,4
i am a middle schooler.,4
i am a middle schooler.,4
i am clean.,4
i am a helper.,4
i am african.,4
i am a gamer.,4
i am a bike rider.,4
i am a shoe lover.,4
i am all about fashion.,4
i'm tupac lover,4
i'm fried chicken eater,4
i'm a kobe bryant fan,4
i have 2 siblings,4
i love basketball,0
i am black,4
my favorite movie rugrats in paris,4
i have 5 best friends,4
i'm a great swimmer,4
i have a pool cleaning,4
i'm a master at 2k23 nba,4
i love jayson tatum,0
i've never been to a celtics game,4
i have swalload a screw,4
my favorite drink is kool aid on a nice hot summer day,4
my middle name is [name] like the painting,0
my middle name is [name] like the painting,0
my middle name is [name] like the painting,0
i'm a wilderness person,1
i love playing video games,0
i love playing video games,0
i think mj is the g.o.a.t,4
i'm a future wnba player,4
i'm a future wnba player,4
a girl,0
a 7th grade student,2
a 7th grade student,2
